3.809245454545454379e+00 3.028802234416541964e-02
7.662702000000000346e+00 3.944870109936024494e-01
2.764272727272727437e+00 9.278745106090681427e-02
1.921419999999999906e+00 1.170664495062526261e-01
3.794172727272727474e+00 3.235830906103188270e-02
2.519845454545454277e+00 9.083366780336218915e-02
7.979400666666665920e+00 7.936863448211452232e-02
2.945736363636363375e+00 1.429884818802312496e-01
3.893413333333333615e+00 1.387236421410885899e-02
3.762389999999999457e+00 2.292448912883735812e-01
3.097945454545454336e+00 2.085961098026360705e-01
3.686099090909090492e+00 1.424460587191801464e-01
5.174217272727272388e+00 1.297857094732355887e-01
3.794172727272727474e+00 3.235830906103188270e-02
3.452739090909091146e+00 5.799011660377144661e-01
4.489381818181818140e+00 4.844316122448542039e-01
3.984053636363636297e+00 3.341082865363136367e-01
1.912907272727272234e+00 1.643091111893515421e-01
1.821426363636363899e+00 6.452222334453697750e-01
1.424184666666666432e+00 2.468524182007451606e-01
3.569165454545454974e+00 4.548201918513539721e-01
3.569165454545454974e+00 4.548201918513539721e-01
3.983611818181817643e+00 3.826889254358422643e-01
3.865526666666666333e+00 2.868758278806742279e-01
3.716193333333333904e+00 2.028386770043839188e-02
3.641175454545454215e+00 3.233069244362540284e-01
5.347041818181818229e+00 1.319449851483000258e-01
3.569165454545454974e+00 4.548201918513539721e-01
2.633290000000000131e+00 1.030565318432342392e-01
7.065495333333331907e+00 4.980088199334982701e-01
4.372040000000000148e+00 1.399133496782268560e-01
2.001569230769231211e+00 1.379813665492297114e-01
5.412409999999999499e+00 1.499368175821624294e-01
3.365008888888888716e+00 6.628049360180375549e-02
3.188354444444444269e+00 1.010098076768468078e-01
8.627670000000000172e+00 1.625675379649950680e-01
2.375315555555555402e+00 3.175102381940228535e-02
3.487315555555555946e+00 1.089242204583953100e-01
8.469904444444445346e+00 3.298970984046425414e-01
8.480931111111111420e+00 1.557230873088113476e-01
7.755154444444444906e+00 5.136593403135563118e-01
5.704209999999999781e+00 1.679501025767938249e-01
2.951272222222222741e+00 1.132394391227699026e-01
2.674825555555555567e+00 1.108809303423282239e-01
3.707428181818182011e+00 1.892565746098610335e-01
8.165176666666667415e+00 3.685700682366921388e-01
4.407301666666666229e+00 1.606882353001889419e-01
7.220446363636364495e+00 4.990499058169109436e-01
2.700660000000000061e+00 5.752833467663275302e-01
1.708563636363636284e+00 3.803957921398263414e-02
8.554054444444444627e+00 2.225208867655205092e-01
2.867208181818182045e+00 5.545048989343095425e-01
3.922746666666666826e+00 3.312515391997785524e-02
8.101587777777776722e+00 4.088837583464353664e-01
5.661738888888888432e+00 1.611279991838403813e-01
3.643272727272727440e+00 2.738066673300343923e-01
3.643272727272727440e+00 2.738066673300343923e-01
5.953012222222223038e+00 3.040096334284227986e-01
7.099493333333334100e+00 1.172242019000817870e-01
3.430346666666666877e+00 1.508276184552712340e-01
2.942734444444444986e+00 1.401434630109137935e-01
2.515439999999999898e+00 5.969890549527129275e-01
5.479661111111111538e+00 3.049816756770240000e-01
2.155850000000000044e+00 4.237471415832792798e-02
3.165840000000000209e+00 8.406238582809272275e-02
3.542584444444444536e+00 1.128594837359086084e-01
5.988285555555555639e+00 2.026052308259208290e-01
2.868598181818181825e+00 1.876097055455182572e-01
5.953012222222223038e+00 3.040096334284227986e-01
2.522850000000000037e+00 9.644418282094570360e-02
3.731795882352940907e+00 1.359217030265337245e-01
8.021699999999999164e+00 0.000000000000000000e+00
8.021699999999997388e+00 1.776356839400250465e-15
5.151940588235294216e-01 3.384698830545312953e-02
7.523664444444444932e+00 4.118752894346950355e-01
3.043092666666666890e+00 7.396997259651302281e-01
3.271980666666666426e+00 1.128259314440710342e-01
3.598341818181818308e+00 3.287428283025054521e-01
2.581716666666666438e+00 7.335029917381988285e-02
2.445083333333333275e+00 1.306356819130550240e-01
8.021699999999999164e+00 0.000000000000000000e+00
8.021699999999999164e+00 0.000000000000000000e+00
8.021699999999999164e+00 0.000000000000000000e+00
4.297770909090909086e+00 1.656920194190822648e-01
4.211673333333333602e+00 7.436638547683267764e-02
7.301544444444443727e+00 3.812481437218522839e-01
2.448963333333333381e+00 1.283907147040712626e-01
3.049024444444444537e+00 1.085514670673277254e-01
7.933549999999999436e+00 5.139705515104928679e-01
3.934472727272727344e+00 2.351862746880713229e-01
2.668142666666666774e+00 2.355009596432440511e-01
3.696479999999999766e+00 1.610863379267983286e-01
2.593548888888889348e+00 1.219484084397481211e-02
3.316191111111111312e+00 2.852124060120988028e-02
1.266993333333333194e+00 2.072576447055424764e-01
4.211673333333333602e+00 7.436638547683267764e-02
1.828557777777777726e+00 5.786451220601020184e-02
2.023348888888889086e+00 1.764804455295851740e-02
8.021699999999997388e+00 1.776356839400250465e-15
2.951564444444444657e+00 1.260807667164285106e-01
5.037223333333333386e+00 3.776369301620571273e-01
1.436346666666666660e+00 1.268940495934392509e-01
2.754092222222221942e+00 1.757298408718322991e-01
2.921473529411764858e+00 9.740744499515643917e-02
3.544871111111111084e+00 4.049690315853915479e-02
4.310290909090908507e+00 2.341692727476719638e-01
1.418470000000000120e+00 9.336877948936321558e-02
3.365008888888888716e+00 6.628049360180375549e-02
2.921473529411764858e+00 9.740744499515643917e-02
3.944754545454546069e+00 2.117993748966497669e-01
2.956367777777777928e+00 3.010385865919584791e-02
3.480748666666666491e+00 2.314315671025790333e-01
4.383519999999999861e+00 4.546387374608547027e-01
2.151992222222222306e+00 7.711445876498970731e-02
3.840045454545454096e+00 2.921595100240975129e-01
3.726047777777777625e+00 1.224838733854632378e-01
3.537496666666666734e+00 9.355599487888410781e-02
3.340166999999999664e+00 2.205182489047103483e-02
1.842524999999999968e+00 7.636472926030707375e-02
4.406265454545454929e+00 2.397200039198624510e-01
4.406265454545454929e+00 2.397200039198624510e-01
3.643545454545454643e+00 2.394921610546189017e-01
3.023297777777777640e+00 1.278533486093237914e-01
1.826286666666666170e+00 6.685456720042064205e-02
3.740002500000000119e+00 6.757482662759847769e-02
3.341126666666666356e+00 4.048034228006366919e-02
3.370101818181818309e+00 1.590657772357174926e-02
2.633817777777777813e+00 4.925376709287833388e-02
3.509105454545454972e+00 3.943496543415994648e-01
3.471344166666666453e+00 2.867663218678910275e-01
4.964694666666665590e+00 3.647512590221206330e-01
7.980493333333330774e+00 7.694842754873035262e-02
4.231293636363636423e+00 1.482395914649186353e-01
1.933263999999999871e+00 2.368046945550418059e+00
3.403263333333333307e+00 9.377503813797137891e-03
1.717160000000000242e+00 6.903384483956644113e-02
3.591254545454545255e+00 5.780439372473602372e-02
9.735837272727273728e+00 9.467566492465533112e-02
7.817461818181818067e+00 1.716402319238588270e-01
1.520524666666666747e+00 1.863713984046788896e+00
4.679996666666666805e+00 7.142821540228749821e-02
9.822998181818182184e-01 1.275776223479922582e-02
3.572363333333333113e+00 1.134801719342293097e-01
4.115679090909091009e+00 5.772827516667212999e-02
3.084310000000000329e+00 2.657247071689039161e-02
5.734968888888889005e+00 3.137259037385073945e-01
2.522534444444444190e+00 3.490607432369548235e-02
2.522534444444444190e+00 3.490607432369548235e-02
3.020992222222222079e+00 6.421834140523637047e-02
3.659466666666666868e+00 1.241937751168623177e-01
1.776115833333333116e+00 2.496748734465590452e-02
2.835878888888888394e+00 2.508056947982037488e-02
5.234975294117647060e+00 2.866941475790103083e-02
4.652977647058824218e+00 2.224778459698961430e-01
4.652977647058824218e+00 2.224778459698961430e-01
2.422271111111110820e+00 1.227367262290797872e-01
1.757618666666666662e+00 2.153312740066234632e+00
3.447856666666666570e+00 3.222389968813688804e-02
3.934963636363636663e+00 1.870941341713371897e-01
7.016451999999999412e-02 3.307429730208439039e-03
8.191230000000000899e+00 1.993161211203487437e-01
